,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 1, 2005",Thu,Arizona State,63,,Temple,16,
1,2,1,"Sep 1, 2005",Thu,Cincinnati,28,,Eastern Michigan,26,
2,3,1,"Sep 1, 2005",Thu,Connecticut,38,,Buffalo,0,
3,4,1,"Sep 1, 2005",Thu,Marshall,36,,William & Mary,24,
4,5,1,"Sep 1, 2005",Thu,Minnesota,41,@,Tulsa,10,
5,6,1,"Sep 1, 2005",Thu,Northwestern State,27,@,Louisiana-Monroe,23,
6,7,1,"Sep 1, 2005",Thu,Oregon,38,@,Houston,24,"Houston, TX"
7,8,1,"Sep 1, 2005",Thu,South Carolina,24,,Central Florida,15,
8,9,1,"Sep 1, 2005",Thu,Toledo,62,,Western Illinois,14,
9,10,1,"Sep 1, 2005",Thu,Vanderbilt,24,@,Wake Forest,20,
10,11,1,"Sep 1, 2005",Thu,Washington State,38,,Idaho,26,
11,12,1,"Sep 2, 2005",Fri,Indiana,20,@,Central Michigan,13,
12,13,1,"Sep 2, 2005",Fri,Utah,27,,Arizona,24,
13,14,1,"Sep 3, 2005",Sat,Air Force,20,@,Washington,17,"Seattle, WA"
14,15,1,"Sep 3, 2005",Sat,Alabama,26,,Middle Tennessee State,7,
15,16,1,"Sep 3, 2005",Sat,Arkansas,49,,Missouri State,17,
16,17,1,"Sep 3, 2005",Sat,Baylor,28,@,Southern Methodist,23,
17,18,1,"Sep 3, 2005",Sat,Boston College,20,@,Brigham Young,3,
18,19,1,"Sep 3, 2005",Sat,California,41,,Sacramento State,3,
19,20,1,"Sep 3, 2005",Sat,Clemson,25,,Texas A&M;,24,
20,21,1,"Sep 3, 2005",Sat,Colorado,31,,Colorado State,28,
21,22,1,"Sep 3, 2005",Sat,East Carolina,24,,Duke,21,
22,23,1,"Sep 3, 2005",Sat,Florida,32,,Wyoming,14,
23,24,1,"Sep 3, 2005",Sat,Georgia,48,,Boise State,13,
24,25,1,"Sep 3, 2005",Sat,Georgia Tech,23,@,Auburn,14,
25,26,1,"Sep 3, 2005",Sat,Illinois,33,,Rutgers,30,
26,27,1,"Sep 3, 2005",Sat,Iowa,56,,Ball State,0,
27,28,1,"Sep 3, 2005",Sat,Iowa State,32,,Illinois State,21,
28,29,1,"Sep 3, 2005",Sat,Kansas,30,,Florida Atlantic,19,
29,30,1,"Sep 3, 2005",Sat,Kansas State,35,,Florida International,21,
30,31,1,"Sep 3, 2005",Sat,Maryland,23,,Navy,20,"Baltimore, MD"
31,32,1,"Sep 3, 2005",Sat,Michigan,33,,Northern Illinois,17,
32,33,1,"Sep 3, 2005",Sat,Michigan State,49,,Kent State,14,
33,34,1,"Sep 3, 2005",Sat,Mississippi State,38,,Murray State,6,
34,35,1,"Sep 3, 2005",Sat,Missouri,44,,Arkansas State,17,"Kansas City, MO"
35,36,1,"Sep 3, 2005",Sat,Nebraska,25,,Maine,7,
36,37,1,"Sep 3, 2005",Sat,Northwestern,38,,Ohio,14,
37,38,1,"Sep 3, 2005",Sat,Notre Dame,42,@,Pittsburgh,21,
38,39,1,"Sep 3, 2005",Sat,Ohio State,34,,Miami (OH),14,
39,40,1,"Sep 3, 2005",Sat,Oklahoma State,15,,Montana State,10,
